time	ctime	afmax	afmean	afrms	afxa	afya	aasp	efsp	aaxsx	efxsx	aaxsy	efxsy	efxs	ektc	ekrc	ekac	ekte	ekre	ekae	cft	sfxy	sfth	cmf	afxrms	afyrms	afzrms	ekrate	efktc	efkte	efkrate	cut	scix	sthe	sad	srd	crpm	ccrpm	cfr	ccfr	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	echtlevel	easp	easpfq	esound	esoundfq	
260402 18:24:13.230	0.000						0.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.330	0.100						0.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.430	0.200						0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.530	0.300						0.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.630	0.400						0.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.730	0.500						0.582	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.830	0.600						0.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:13.930	0.700						0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.030	0.800						0.570	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.130	0.900						0.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	32.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.230	1.000						0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	32.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.330	1.100						0.607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.430	1.200						0.605	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	32.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.530	1.300						0.575	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	32.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.630	1.400						0.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	201.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.730	1.500						0.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	212.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	100.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.830	1.600						0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	220.240	3.000	11.000	0.000	3.000	0.000	3.000	4.000	58.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:14.930	1.700						0.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	220.240	3.000	11.000	0.000	3.000	0.000	3.000	4.000	58.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.030	1.800						0.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	249.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	50.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.130	1.900						0.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	3750.000	200.000	19.750	-18.700	249.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.230	2.000						0.584	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	249.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	26.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.330	2.100						0.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	249.740	3.000	11.000	0.000	3.000	0.000	4.000	4.000	44.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.430	2.200						0.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	249.740	3.000	11.000	0.000	3.000	0.000	3.000	4.000	45.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.530	2.300						0.581	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	262.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	80.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.630	2.400						0.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	274.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	56.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.730	2.500						0.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	282.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.830	2.600						0.589	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	298.240	3.000	11.000	0.000	3.000	0.000	3.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:15.930	2.700						0.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	306.240	3.000	11.000	0.000	3.000	0.000	3.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.030	2.800						0.581	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	318.240	3.000	11.000	0.000	3.000	0.000	3.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.130	2.900						0.580	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	334.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.230	3.000						0.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	350.240	3.000	11.000	0.000	3.000	0.000	4.000	4.000	51.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.330	3.100						0.576	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	…	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	7500.000	200.000	19.750	-18.700	358.019	3.000	11.000	0.000	3.000	0.000	3.000	4.000	15.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.430	3.200						0.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	0.000	3.000	0.000	4.000	4.000	15.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.530	3.300						0.575	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	0.000	3.000	0.000	4.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.630	3.400						0.575	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	600.000	5.000	0.000	4.000	4.000	45.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.730	3.500						61.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.033				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	31.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	600.000	5.000	33.000	4.000	4.000	44.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.830	3.600						70.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42.033				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	1261.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	600.000	5.000	140.000	3.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:16.930	3.700						66.509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.133				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	1984.000	3500.000	0.000	200.000	19.750	-18.700	358.019	3.000	11.000	600.000	5.000	164.000	3.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.030	3.800						64.929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.967				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	2969.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	188.000	4.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.130	3.900						40.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.100				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3483.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	175.000	4.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.230	4.000						6.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.867				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3506.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	85.000	3.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.330	4.100						4.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.767				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3503.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	40.000	4.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.430	4.200						3.738	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.700				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3501.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	19.000	3.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.530	4.300						3.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	9.000	3.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.630	4.400						3.477	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	3.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.730	4.500						3.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	2.000	3.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.830	4.600						3.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	1.000	3.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:17.930	4.700						3.408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	3.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.030	4.800						3.421	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.130	4.900						3.396	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.230	5.000						3.521	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.330	5.100						3.475	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	3.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.430	5.200						3.442	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	3.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.530	5.300						3.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.630	5.400						3.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.730	5.500						3.401	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.830	5.600						3.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:18.930	5.700						3.472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.030	5.800						3.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.130	5.900						3.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.230	6.000						3.460	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.330	6.100						3.442	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.430	6.200						3.365	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	3.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.530	6.300						3.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.630	6.400						3.456	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.730	6.500						3.489	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3499.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.830	6.600						3.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:24:19.930	6.700						3.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	116.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3500.000	3500.000	0.000	200.000	19.750	-18.700	211.785	3.000	11.000	600.000	7.000	0.000	4.000	4.000	41.000	0.000	0.000	0.000	0.000	0.000	
