time	ctime	afmax	afmean	afrms	afxa	afya	aasp	efsp	aaxsx	efxsx	aaxsy	efxsy	efxs	ektc	ekrc	ekac	ekte	ekre	ekae	cft	sfxy	sfth	cmf	afxrms	afyrms	afzrms	ekrate	efktc	efkte	efkrate	cut	scix	sthe	sad	srd	crpm	ccrpm	cfr	ccfr	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	echtlevel	easp	easpfq	esound	esoundfq	
260402 18:32:37.730	504.500						9.657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:37.830	504.600						9.621	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:37.930	504.700						9.633	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	6.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.030	504.800						9.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.130	504.900						9.616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.230	505.000						9.697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.330	505.100						9.652	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.430	505.200						9.659	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.530	505.300						9.723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.630	505.400						9.679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	6.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.730	505.500						9.717	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.830	505.600						9.627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	19.000	16.000	495.000	42.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:38.930	505.700						9.676	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	425.000	16.000	495.000	42.000	0.000	5.000	6.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.030	505.800						9.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.130	505.900						9.730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	6.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.230	506.000						9.737	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.330	506.100						9.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.430	506.200						9.712	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.530	506.300						9.688	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	6.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.630	506.400						9.678	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.730	506.500						9.714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	6.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.830	506.600						9.693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:39.930	506.700						9.707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.030	506.800						9.748	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	6.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.130	506.900						9.770	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.230	507.000						9.411	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	6.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.330	507.100						9.278	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	3.000	36.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.430	507.200						2.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	2.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.530	507.300						2.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	1.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.630	507.400						2.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	1.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.730	507.500						2.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	1.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.830	507.600						2.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	0.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:40.930	507.700						2.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	0.000	34.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.030	507.800						2.126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	1.000	35.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.130	507.900						2.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	1.000	36.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.230	508.000						2.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	2.000	41.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.330	508.100						17.627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	NaN	0.000	0.000	0.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	0.000	5500.000	0.000	848.000	-201.536	180.945	225.779	6.000	16.000	496.000	43.000	0.000	5.000	3.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.430	508.200						54.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.100				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	33.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	940.000	62.000	5.000	3.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.530	508.300						67.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.200				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	336.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	940.000	136.000	5.000	4.000	44.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.630	508.400						63.826	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.033				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	751.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	940.000	162.000	5.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.730	508.500						65.786	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	1190.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	187.000	5.000	4.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.830	508.600						64.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	60.067				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	1802.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	196.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:41.930	508.700						65.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.300				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	2109.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	198.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.030	508.800						64.343	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	90.600				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	2718.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	200.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.130	508.900						63.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100.600				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3018.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	201.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.230	509.000						61.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	120.167				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3605.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	201.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.330	509.100						60.896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	129.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	3889.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	201.000	5.000	5.000	43.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.430	509.200						60.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	148.033				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4441.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	201.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.530	509.300						45.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	165.133				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4954.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	201.000	4.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.630	509.400						18.868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	167.033				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5011.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	129.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.730	509.500						12.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.833				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5005.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	61.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.830	509.600						10.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.733				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5002.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	29.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:42.930	509.700						9.627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.733				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5002.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	17.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.030	509.800						9.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	5.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.130	509.900						8.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	2.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.230	510.000						9.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	1.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.330	510.100						9.075	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	1.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.430	510.200						8.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4999.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.530	510.300						9.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.630	510.400						9.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.730	510.500						8.724	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4999.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.830	510.600						9.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:43.930	510.700						9.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4999.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:44.030	510.800						8.735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.633				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	4999.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:44.130	510.900						8.982	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:44.230	511.000						9.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:44.330	511.100						8.764	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	5.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:32:44.430	511.200						8.975	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	166.667				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5000.000	5000.000	0.000	848.000	-201.536	180.945	225.779	3.000	16.000	600.000	941.000	0.000	5.000	4.000	42.000	0.000	0.000	0.000	0.000	0.000	
